sample_id,dataset,model_name,checkpoint_path,fusion_mode,fls_status,perturbation_type,seed,index,true_label,pred_label,true_sg,pred_sg,true_crystal_system,pred_crystal_system,symmetry_level,correct,top1_label,top1_prob,top2_label,top2_prob,top3_label,top3_prob,top3_hit,predictive_entropy,normalized_predictive_entropy,max_probability,probability_sum,gate_weight,gate_mean,gate_median,gate_std,gate_min,gate_max,peak_descriptor_perturbed,perturbation_notes,gate_return_method
opxrd_0,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,0,224,13,225,14,cubic,monoclinic,High symmetry,False,13,0.374085009098053,216,0.2987794876098633,68,0.045601584017276764,False,2.597168812080015,0.4775893591361185,0.374085009098053,1.0,0.30753546953201294,0.30753546953201294,0.30753546953201294,0.0,0.30753546953201294,0.30753546953201294,False,clean input; no perturbation applied,forward_return_gate
opxrd_817,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,817,13,14,14,15,monoclinic,monoclinic,Low symmetry,False,14,0.17150229215621948,25,0.11378566175699234,1,0.053785182535648346,False,4.214444592838287,0.7749877030890153,0.17150229215621948,1.0,0.3084527254104614,0.3084527254104614,0.3084527254104614,0.0,0.3084527254104614,0.3084527254104614,True,"scaled 4/10 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_818,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,818,190,190,191,191,hexagonal,hexagonal,Medium symmetry,True,190,0.9178020358085632,165,0.0016955187311396003,70,0.0016599604859948158,True,0.7178979280230238,0.13201314053015828,0.9178020358085632,0.9999999403953552,0.28168559074401855,0.28168559074401855,0.28168559074401855,0.0,0.28168559074401855,0.28168559074401855,True,"scaled 5/10 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_823,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,823,13,13,14,14,monoclinic,monoclinic,Low symmetry,True,13,0.1061900183558464,59,0.07671859860420227,18,0.055078547447919846,True,4.714769963666106,0.866991762317583,0.1061900183558464,0.9999999403953552,0.21473070979118347,0.21473070979118347,0.21473070979118347,0.0,0.21473070979118347,0.21473070979118347,True,"scaled 4/10 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_824,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,824,13,13,14,14,monoclinic,monoclinic,Low symmetry,True,13,0.49642956256866455,18,0.05157368257641792,3,0.010195591486990452,True,3.245416962843679,0.5967947097642293,0.49642956256866455,0.9999999403953552,0.26056602597236633,0.26056602597236633,0.26056602597236633,0.0,0.26056602597236633,0.26056602597236633,True,"scaled 4/10 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_826,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,826,124,124,125,125,tetragonal,tetragonal,Medium symmetry,True,124,0.8295425772666931,91,0.02755153551697731,13,0.01361637283116579,True,1.2554549607859964,0.23086367253341722,0.8295425772666931,1.0,0.33423951268196106,0.33423951268196106,0.33423951268196106,0.0,0.33423951268196106,0.33423951268196106,True,"scaled 5/10 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_831,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,831,222,165,223,166,cubic,trigonal,High symmetry,False,165,0.8101446032524109,166,0.10147490352392197,163,0.007072752341628075,False,1.0319887157012968,0.1897708100740522,0.8101446032524109,0.9999999403953552,0.1935165375471115,0.1935165375471115,0.1935165375471115,0.0,0.1935165375471115,0.1935165375471115,True,"scaled 4/10 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_833,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,833,138,138,139,139,tetragonal,tetragonal,Medium symmetry,True,138,0.823954701423645,126,0.00845310091972351,224,0.008026418276131153,True,1.346801475214249,0.2476612419028754,0.823954701423645,1.0,0.3824707269668579,0.3824707269668579,0.3824707269668579,0.0,0.3824707269668579,0.3824707269668579,True,"scaled 4/10 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_836,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,836,11,11,12,12,monoclinic,monoclinic,Low symmetry,True,11,0.19762283563613892,1,0.1897822916507721,224,0.040288377553224564,True,3.8322933757054205,0.7047145063546821,0.19762283563613892,1.0000001192092896,0.22378066182136536,0.22378066182136536,0.22378066182136536,0.0,0.22378066182136536,0.22378066182136536,True,"scaled 4/10 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_850,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,850,18,87,19,88,orthorhombic,tetragonal,Low symmetry,False,87,0.08252278715372086,165,0.06841564923524857,192,0.040826838463544846,False,4.982735903924905,0.9162676049517832,0.08252278715372086,1.0,0.25754275918006897,0.25754275918006897,0.25754275918006897,0.0,0.25754275918006897,0.25754275918006897,True,"scaled 5/10 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_862,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,862,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8418346643447876,162,0.0008324742084369063,128,0.0008206064812839031,True,1.2934998501792494,0.23785968844860003,0.8418346643447876,1.0,0.12572838366031647,0.12572838366031647,0.12572838366031647,0.0,0.12572838366031647,0.12572838366031647,True,"scaled 3/6 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_866,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,866,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8539174795150757,162,0.0007852152339182794,128,0.0007585962302982807,True,1.2072147837965368,0.2219928609381719,0.8539174795150757,0.9999998807907104,0.11282853037118912,0.11282853037118912,0.11282853037118912,0.0,0.11282853037118912,0.11282853037118912,True,"scaled 3/6 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_871,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,871,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8804023861885071,10,0.0007358941365964711,200,0.0006253623869270086,True,1.0143021089357114,0.18651844728916894,0.8804023861885071,0.9999999403953552,0.0818406194448471,0.0818406194448471,0.0818406194448471,0.0,0.0818406194448471,0.0818406194448471,True,"scaled 3/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_875,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,875,224,138,225,139,cubic,tetragonal,High symmetry,False,138,0.3651239573955536,50,0.3578962981700897,139,0.03287256509065628,False,2.3567686581678755,0.43338254635248113,0.3651239573955536,1.0,0.24735821783542633,0.24735821783542633,0.24735821783542633,0.0,0.24735821783542633,0.24735821783542633,True,"scaled 3/8 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_883,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,883,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8556939363479614,10,0.0007898161420598626,162,0.0007574775954708457,True,1.194735565725346,0.21969807681269693,0.8556939363479614,1.0,0.10627678781747818,0.10627678781747818,0.10627678781747818,0.0,0.10627678781747818,0.10627678781747818,True,"scaled 3/6 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_885,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,885,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8453061580657959,45,0.0013772908132523298,147,0.0008424920379184186,True,1.2689777489015883,0.23335035714160282,0.8453061580657959,1.0,0.1310575306415558,0.1310575306415558,0.1310575306415558,0.0,0.1310575306415558,0.1310575306415558,True,"scaled 2/4 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_886,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,886,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8224018812179565,10,0.0009919771691784263,124,0.0009398946422152221,True,1.4296585942346813,0.2628977094704731,0.8224018812179565,1.0,0.09717453271150589,0.09717453271150589,0.09717453271150589,0.0,0.09717453271150589,0.09717453271150589,True,"scaled 3/6 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_898,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,898,224,224,225,225,cubic,cubic,High symmetry,True,224,0.833325207233429,45,0.0010312792146578431,162,0.0008707304950803518,True,1.3538364415497033,0.24895489099032264,0.833325207233429,1.000000238418579,0.12946869432926178,0.12946869432926178,0.12946869432926178,0.0,0.12946869432926178,0.12946869432926178,True,"scaled 3/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_901,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,901,224,224,225,225,cubic,cubic,High symmetry,True,224,0.843318521976471,10,0.0008333830628544092,162,0.0008029733435250819,True,1.2830571634279457,0.23593939892024235,0.843318521976471,1.0,0.1208028793334961,0.1208028793334961,0.1208028793334961,0.0,0.1208028793334961,0.1208028793334961,True,"scaled 3/6 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_904,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,904,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8402204513549805,45,0.0008456058567389846,162,0.000811876030638814,True,1.3053161857795768,0.2400325761409399,0.8402204513549805,1.0000001192092896,0.14145353436470032,0.14145353436470032,0.14145353436470032,0.0,0.14145353436470032,0.14145353436470032,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_907,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,907,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8794883489608765,1,0.0007628319435752928,163,0.0007177506922744215,True,1.0205760287891406,0.18767214871517326,0.8794883489608765,1.0000001192092896,0.087509885430336,0.087509885430336,0.087509885430336,0.0,0.087509885430336,0.087509885430336,True,"scaled 3/8 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_910,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,910,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8317862749099731,128,0.0008752209250815213,124,0.0008746051462367177,True,1.3642134481775259,0.25086310270227674,0.8317862749099731,1.0,0.11979763209819794,0.11979763209819794,0.11979763209819794,0.0,0.11979763209819794,0.11979763209819794,True,"scaled 2/4 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_913,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,913,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8328521847724915,10,0.0010010303230956197,162,0.0008602617308497429,True,1.3569831731829383,0.24953353860733543,0.8328521847724915,0.9999999403953552,0.08478523045778275,0.08478523045778275,0.08478523045778275,0.0,0.08478523045778275,0.08478523045778275,True,"scaled 3/6 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_917,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,917,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8330463767051697,45,0.0011070180917158723,162,0.0008676481666043401,True,1.3558671017219859,0.24932830595118036,0.8330463767051697,0.9999999403953552,0.1346450299024582,0.1346450299024582,0.1346450299024582,0.0,0.1346450299024582,0.1346450299024582,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_927,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,927,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8309906721115112,10,0.0008842967799864709,128,0.0008831010200083256,True,1.3699789758720455,0.25192331667985873,0.8309906721115112,1.0,0.1231367290019989,0.1231367290019989,0.1231367290019989,0.0,0.1231367290019989,0.1231367290019989,True,"scaled 2/6 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_930,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,930,224,224,225,225,cubic,cubic,High symmetry,True,224,0.9015281796455383,1,0.0007138931541703641,126,0.0006957575678825378,True,0.8547808635979866,0.15718433201137763,0.9015281796455383,0.9999998807907104,0.09791535884141922,0.09791535884141922,0.09791535884141922,0.0,0.09791535884141922,0.09791535884141922,True,"scaled 3/7 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_935,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,935,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8338480591773987,124,0.0008666212088428438,162,0.0008578163105994463,True,1.349906885281791,0.2482322909610321,0.8338480591773987,1.0,0.12307536602020264,0.12307536602020264,0.12307536602020264,0.0,0.12307536602020264,0.12307536602020264,True,"scaled 2/4 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_938,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,938,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8373578190803528,162,0.0008314901497215033,128,0.0008310953853651881,True,1.3255365747118573,0.24375087221269842,0.8373578190803528,0.9999999403953552,0.13104543089866638,0.13104543089866638,0.13104543089866638,0.0,0.13104543089866638,0.13104543089866638,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_943,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,943,224,224,225,225,cubic,cubic,High symmetry,True,224,0.855587363243103,61,0.0007744388421997428,162,0.0007628028397448361,True,1.1952196497865475,0.21978709428259796,0.855587363243103,1.0000001192092896,0.12633630633354187,0.12633630633354187,0.12633630633354187,0.0,0.12633630633354187,0.12633630633354187,True,"scaled 4/7 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_944,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,944,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8507550954818726,45,0.0018923298921436071,147,0.0008355161990039051,True,1.2296598319151806,0.2261202461496774,0.8507550954818726,0.9999998807907104,0.13334612548351288,0.13334612548351288,0.13334612548351288,0.0,0.13334612548351288,0.13334612548351288,True,"scaled 1/2 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_950,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,950,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8480559587478638,128,0.0007882809150032699,61,0.0007873185677453876,True,1.249226435911576,0.2297183187199485,0.8480559587478638,1.0,0.14570997655391693,0.14570997655391693,0.14570997655391693,0.0,0.14570997655391693,0.14570997655391693,True,"scaled 3/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_958,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,958,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8748545050621033,1,0.0009423159062862396,61,0.0008538271649740636,True,1.0550429114406756,0.19401021050014564,0.8748545050621033,1.0,0.12906427681446075,0.12906427681446075,0.12906427681446075,0.0,0.12906427681446075,0.12906427681446075,True,"scaled 2/6 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_965,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,965,224,224,225,225,cubic,cubic,High symmetry,True,224,0.844993531703949,10,0.0008836259366944432,162,0.0008257612935267389,True,1.2715010799192132,0.233814368582827,0.844993531703949,1.0000001192092896,0.09176499396562576,0.09176499396562576,0.09176499396562576,0.0,0.09176499396562576,0.09176499396562576,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_970,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,970,224,224,225,225,cubic,cubic,High symmetry,True,224,0.84285569190979,61,0.0008771665743552148,139,0.000814590195659548,True,1.2859821048033404,0.23647726186950005,0.84285569190979,1.0,0.14773134887218475,0.14773134887218475,0.14773134887218475,0.0,0.14773134887218475,0.14773134887218475,True,"scaled 3/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_983,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,983,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8368831872940063,162,0.0008499023388139904,45,0.0008339587948285043,True,1.32871976036782,0.24433622330361385,0.8368831872940063,1.0,0.12637540698051453,0.12637540698051453,0.12637540698051453,0.0,0.12637540698051453,0.12637540698051453,True,"scaled 2/4 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_986,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,986,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8780973553657532,10,0.0007877352181822062,126,0.0007281734142452478,True,1.0312200616231972,0.18962946346352405,0.8780973553657532,0.9999999403953552,0.08032940328121185,0.08032940328121185,0.08032940328121185,0.0,0.08032940328121185,0.08032940328121185,True,"scaled 2/4 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_994,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,994,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8426095843315125,45,0.0008610803633928299,162,0.000809537130407989,True,1.2883745299859442,0.23691720123902674,0.8426095843315125,0.9999998807907104,0.13602785766124725,0.13602785766124725,0.13602785766124725,0.0,0.13602785766124725,0.13602785766124725,True,"scaled 2/4 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_998,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,998,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8416262865066528,139,0.0008320463239215314,61,0.0008047413430176675,True,1.2949831084692733,0.23813244252329513,0.8416262865066528,1.0,0.15708822011947632,0.15708822011947632,0.15708822011947632,0.0,0.15708822011947632,0.15708822011947632,True,"scaled 3/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1005,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1005,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8371381163597107,45,0.001242956263013184,162,0.0008254710701294243,True,1.3271655788152943,0.24405042725978354,0.8371381163597107,0.9999998807907104,0.14414317905902863,0.14414317905902863,0.14414317905902863,0.0,0.14414317905902863,0.14414317905902863,True,"scaled 2/4 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1015,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1015,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8967952132225037,126,0.0008660201565362513,145,0.0008601260487921536,True,0.8912556411075268,0.1638916224787472,0.8967952132225037,0.9999999403953552,0.07419020682573318,0.07419020682573318,0.07419020682573318,0.0,0.07419020682573318,0.07419020682573318,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1016,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1016,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8900375366210938,145,0.000976873212493956,1,0.00092515186406672,True,0.9418432641751626,0.17319410230551766,0.8900375366210938,1.0,0.07603935897350311,0.07603935897350311,0.07603935897350311,0.0,0.07603935897350311,0.07603935897350311,True,"scaled 2/6 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1024,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1024,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8585003614425659,1,0.0007761145825497806,10,0.0007542762323282659,True,1.1746003708253063,0.21599544693986655,0.8585003614425659,0.9999998807907104,0.12024117261171341,0.12024117261171341,0.12024117261171341,0.0,0.12024117261171341,0.12024117261171341,True,"scaled 2/6 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1027,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1027,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8451826572418213,45,0.0008894254569895566,162,0.0008107282337732613,True,1.2699440963388327,0.23352805727842477,0.8451826572418213,1.0000001192092896,0.13815300166606903,0.13815300166606903,0.13815300166606903,0.0,0.13815300166606903,0.13815300166606903,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1037,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1037,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8345774412155151,162,0.0008617925923317671,124,0.0008606325136497617,True,1.3449322166773363,0.24731750683931253,0.8345774412155151,1.0,0.12108828872442245,0.12108828872442245,0.12108828872442245,0.0,0.12108828872442245,0.12108828872442245,True,"scaled 2/4 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1039,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1039,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8554048538208008,61,0.0007561306119896472,1,0.0007508344133384526,True,1.1965981903620309,0.22004059197859907,0.8554048538208008,0.9999999403953552,0.1324654072523117,0.1324654072523117,0.1324654072523117,0.0,0.1324654072523117,0.1324654072523117,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1054,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1054,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8415459990501404,45,0.0010876955930143595,162,0.0008195556583814323,True,1.295984462760681,0.23831658001642886,0.8415459990501404,0.9999998807907104,0.1432693600654602,0.1432693600654602,0.1432693600654602,0.0,0.1432693600654602,0.1432693600654602,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1058,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1058,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8479147553443909,162,0.0007949461578391492,128,0.000789380690548569,True,1.2503900781754775,0.22993229909754104,0.8479147553443909,0.9999999403953552,0.13208387792110443,0.13208387792110443,0.13208387792110443,0.0,0.13208387792110443,0.13208387792110443,True,"scaled 3/7 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1061,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1061,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8489202260971069,45,0.0016923737712204456,147,0.0008362639346159995,True,1.2429870882114786,0.2285709747137919,0.8489202260971069,1.0,0.13371853530406952,0.13371853530406952,0.13371853530406952,0.0,0.13371853530406952,0.13371853530406952,True,"scaled 2/3 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1067,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1067,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8361169099807739,45,0.0010995266493409872,162,0.0008329190313816071,True,1.3343475204633553,0.24537110341032742,0.8361169099807739,0.9999998807907104,0.14066553115844727,0.14066553115844727,0.14066553115844727,0.0,0.14066553115844727,0.14066553115844727,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1068,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1068,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8397700190544128,45,0.0010841706534847617,147,0.0008405756088905036,True,1.3083756888041347,0.24059518342390793,0.8397700190544128,1.0000001192092896,0.13102181255817413,0.13102181255817413,0.13102181255817413,0.0,0.13102181255817413,0.13102181255817413,True,"scaled 2/4 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1072,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1072,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8383001685142517,45,0.0011027372675016522,162,0.0008540839771740139,True,1.3186895253587738,0.24249177888872864,0.8383001685142517,1.0,0.1405877321958542,0.1405877321958542,0.1405877321958542,0.0,0.1405877321958542,0.1405877321958542,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1079,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1079,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8339365124702454,162,0.000844610738568008,128,0.0008442355319857597,True,1.349401185011551,0.2481392985198571,0.8339365124702454,1.0000001192092896,0.13117928802967072,0.13117928802967072,0.13117928802967072,0.0,0.13117928802967072,0.13117928802967072,True,"scaled 2/4 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1081,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1081,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8373669385910034,128,0.0008609682554379106,162,0.0008543781586922705,True,1.3250496804530314,0.2436613379798992,0.8373669385910034,1.0,0.10920713096857071,0.10920713096857071,0.10920713096857071,0.0,0.10920713096857071,0.10920713096857071,True,"scaled 2/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
opxrd_1082,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,strong_peak_scaling,1,1082,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8361808657646179,128,0.0008520848350599408,162,0.0008438951335847378,True,1.333410083822609,0.24519871963519416,0.8361808657646179,1.0,0.12259043008089066,0.12259043008089066,0.12259043008089066,0.0,0.12259043008089066,0.12259043008089066,True,"scaled 3/5 top peaks with factors in [0.3, 2.0]; peak descriptors recomputed",forward_return_gate
