sample_id,true_label,true_sg,class_count_train,class_frequency_group,pred_no_fls,pred_fls,correct_no_fls,correct_fls,top3_hit_no_fls,top3_hit_fls,entropy_no_fls,entropy_fls,max_prob_no_fls,max_prob_fls
opxrd_917,224,225,289,Head,224,224,True,True,True,True,8.357282453730857e-10,1.3180036681791067,1.0,0.8384352326393127
opxrd_927,224,225,289,Head,224,224,True,True,True,True,8.286140074062913e-11,1.340172628078994,1.0,0.835242509841919
opxrd_930,224,225,289,Head,224,224,True,True,True,True,5.591379109865435e-09,0.9720820169952458,1.0,0.8858166933059692
opxrd_935,224,225,289,Head,224,224,True,True,True,True,2.0241981343090727e-09,1.3344281510014468,1.0,0.8360506892204285
opxrd_938,224,225,289,Head,224,224,True,True,True,True,1.2533183266547387e-09,1.3142071491102902,1.0,0.8389629125595093
opxrd_94,14,15,37,Head,14,14,True,True,True,True,0.0044264639253539,1.067731276128167,0.9995788,0.857733428478241
opxrd_943,224,225,289,Head,224,224,True,True,True,True,3.338036568140401e-10,1.310272253892859,1.0,0.8393844962120056
opxrd_944,224,225,289,Head,224,224,True,True,True,True,1.2883721223304393e-08,1.2020607318326788,1.0,0.8545387387275696
opxrd_950,224,225,289,Head,224,224,True,True,True,True,2.219524927050668e-09,1.2499299079285622,1.0,0.8479552865028381
opxrd_958,224,225,289,Head,224,224,True,True,True,True,6.229587280116204e-10,1.070958954054002,1.0,0.8726893067359924
opxrd_965,224,225,289,Head,224,224,True,True,True,True,2.2182142086711814e-09,1.2626815901617787,1.0,0.8462116122245789
opxrd_97,14,15,37,Head,1,18,False,False,False,True,0.1774596487071831,1.5802507423676455,0.9593509,0.5521885752677917
opxrd_970,224,225,289,Head,224,224,True,True,True,True,5.943956335641968e-10,1.2568080703272952,1.0,0.8469842076301575
opxrd_98,1,2,52,Head,13,13,False,False,False,True,0.1969328856068163,4.973297337144111,0.968043,0.1200018003582954
opxrd_983,224,225,289,Head,224,224,True,True,True,True,2.2875564311711317e-09,1.318493891760724,1.0,0.8383316397666931
opxrd_986,224,225,289,Head,224,224,True,True,True,True,9.736524045268691e-10,1.0332254941550572,1.0,0.8778267502784729
opxrd_994,224,225,289,Head,224,224,True,True,True,True,2.794624100927914e-09,1.3007455781365702,1.0,0.8408610224723816
opxrd_998,224,225,289,Head,224,224,True,True,True,True,5.812628888756537e-09,1.289295586553954,1.0,0.8424665331840515
opxrd_aug_source_715_label_52,52,53,1,Tail,52,52,True,True,True,True,2.731411057761367e-07,0.1514774768596392,1.0,0.98484867811203
