sample_id,dataset,model_name,checkpoint_path,fusion_mode,fls_status,perturbation_type,seed,index,true_label,pred_label,true_sg,pred_sg,true_crystal_system,pred_crystal_system,symmetry_level,correct,top1_label,top1_prob,top2_label,top2_prob,top3_label,top3_prob,top3_hit,predictive_entropy,normalized_predictive_entropy,max_probability,probability_sum,gate_weight,gate_mean,gate_median,gate_std,gate_min,gate_max,peak_descriptor_perturbed,perturbation_notes,gate_return_method,uncertainty_source,class_count_train,class_frequency_group,coverage_level,entropy_threshold,retained,rejected
opxrd_0,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,0,224,13,225,14,cubic,monoclinic,High symmetry,False,13,0.374085009098053,216,0.2987794876098633,68,0.0456015840172767,False,2.597168812080015,0.4775893591361185,0.374085009098053,1.0,0.3075354695320129,0.3075354695320129,0.3075354695320129,0.0,0.3075354695320129,0.3075354695320129,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_152,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,152,13,13,14,14,monoclinic,monoclinic,Low symmetry,True,13,0.8955607414245605,18,0.0042987097986042,165,0.0024531716480851,True,0.8818377929201877,0.1621597889301107,0.8955607414245605,1.0000001192092896,0.2148675322532653,0.2148675322532653,0.2148675322532653,0.0,0.2148675322532653,0.2148675322532653,False,clean input; no perturbation applied,forward_return_gate,single_softmax,109,Head,0.8,3.6350513474075674,True,False
opxrd_168,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,168,226,226,227,227,cubic,cubic,High symmetry,True,226,0.4541736841201782,61,0.0680921152234077,13,0.0451082363724708,True,3.329194806217995,0.6122004879103565,0.4541736841201782,0.9999998807907104,0.3263078927993774,0.3263078927993774,0.3263078927993774,0.0,0.3263078927993774,0.3263078927993774,False,clean input; no perturbation applied,forward_return_gate,single_softmax,13,Head,0.8,3.6350513474075674,True,False
opxrd_170,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,170,59,59,60,60,orthorhombic,orthorhombic,Low symmetry,True,59,0.9710537195205688,61,0.001718467567116,13,0.0004982309765182,True,0.282580359534717,0.0519632656094291,0.9710537195205688,0.9999999403953552,0.1807411611080169,0.1807411611080169,0.1807411611080169,0.0,0.1807411611080169,0.1807411611080169,False,clean input; no perturbation applied,forward_return_gate,single_softmax,24,Head,0.8,3.6350513474075674,True,False
opxrd_178,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,178,192,192,193,193,hexagonal,hexagonal,Medium symmetry,True,192,0.8132101893424988,45,0.0582294650375843,138,0.0066622011363506,True,1.2394138721238324,0.2279139015295551,0.8132101893424988,1.0,0.3554682433605194,0.3554682433605194,0.3554682433605194,0.0,0.3554682433605194,0.3554682433605194,False,clean input; no perturbation applied,forward_return_gate,single_softmax,6,Head,0.8,3.6350513474075674,True,False
opxrd_184,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,184,13,13,14,14,monoclinic,monoclinic,Low symmetry,True,13,0.9305435419082642,18,0.0052480730228126,61,0.0034160560462623,True,0.5930793677676205,0.1090604483819227,0.9305435419082642,0.9999999403953552,0.0519121587276458,0.0519121587276458,0.0519121587276458,0.0,0.0519121587276458,0.0519121587276458,False,clean input; no perturbation applied,forward_return_gate,single_softmax,109,Head,0.8,3.6350513474075674,True,False
opxrd_187,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,187,124,124,125,125,tetragonal,tetragonal,Medium symmetry,True,124,0.961686074733734,10,0.0023459137883037,13,0.002095591276884,True,0.3565789536139181,0.0655707527157276,0.961686074733734,0.9999998807907104,0.3218056857585907,0.3218056857585907,0.3218056857585907,0.0,0.3218056857585907,0.3218056857585907,False,clean input; no perturbation applied,forward_return_gate,single_softmax,13,Head,0.8,3.6350513474075674,True,False
opxrd_189,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,189,1,1,2,2,triclinic,triclinic,Low symmetry,True,1,0.293133407831192,91,0.1024761945009231,10,0.0251946616917848,True,3.994972493706143,0.7346293179562317,0.293133407831192,1.0,0.3604603111743927,0.3604603111743927,0.3604603111743927,0.0,0.3604603111743927,0.3604603111743927,False,clean input; no perturbation applied,forward_return_gate,single_softmax,52,Head,0.8,3.6350513474075674,False,True
opxrd_200,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,200,73,1,74,2,orthorhombic,triclinic,Low symmetry,False,1,0.2372406721115112,14,0.1815320402383804,18,0.1256410330533981,False,3.639892730957037,0.6693342491317544,0.2372406721115112,1.0,0.1405729800462722,0.1405729800462722,0.1405729800462722,0.0,0.1405729800462722,0.1405729800462722,False,clean input; no perturbation applied,forward_return_gate,single_softmax,29,Head,0.8,3.6350513474075674,False,True
opxrd_201,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,201,13,13,14,14,monoclinic,monoclinic,Low symmetry,True,13,0.8518978953361511,61,0.0180023983120918,3,0.0178482495248317,True,1.0509176190545495,0.1932516168585713,0.8518978953361511,1.0,0.0573884211480617,0.0573884211480617,0.0573884211480617,0.0,0.0573884211480617,0.0573884211480617,False,clean input; no perturbation applied,forward_return_gate,single_softmax,109,Head,0.8,3.6350513474075674,True,False
opxrd_203,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,203,70,192,71,193,orthorhombic,hexagonal,Low symmetry,False,192,0.1250960826873779,87,0.0698796734213829,126,0.0458520166575908,False,4.743669742248986,0.872306097938886,0.1250960826873779,0.9999999403953552,0.35456183552742,0.35456183552742,0.35456183552742,0.0,0.35456183552742,0.35456183552742,False,clean input; no perturbation applied,forward_return_gate,single_softmax,2,Tail,0.8,3.6350513474075674,False,True
opxrd_211,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,211,61,61,62,62,orthorhombic,orthorhombic,Low symmetry,True,61,0.9110121130943298,226,0.0121395718306303,13,0.0095030674710869,True,0.691275890279526,0.1271176551517427,0.9110121130943298,0.9999996423721312,0.343031644821167,0.343031644821167,0.343031644821167,0.0,0.343031644821167,0.343031644821167,False,clean input; no perturbation applied,forward_return_gate,single_softmax,29,Head,0.8,3.6350513474075674,True,False
opxrd_212,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,212,128,128,129,129,tetragonal,tetragonal,Medium symmetry,True,128,0.974963903427124,14,0.0010914937593042,1,0.0005861633107997,True,0.2464721654680609,0.045323385604846,0.974963903427124,0.9999998211860656,0.2985685467720032,0.2985685467720032,0.2985685467720032,0.0,0.2985685467720032,0.2985685467720032,False,clean input; no perturbation applied,forward_return_gate,single_softmax,29,Head,0.8,3.6350513474075674,True,False
opxrd_213,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,213,73,1,74,2,orthorhombic,triclinic,Low symmetry,False,1,0.3201879858970642,18,0.0784125626087188,3,0.0600996389985084,False,3.7732483816565336,0.6938568136483617,0.3201879858970642,1.000000238418579,0.1050818637013435,0.1050818637013435,0.1050818637013435,0.0,0.1050818637013435,0.1050818637013435,False,clean input; no perturbation applied,forward_return_gate,single_softmax,29,Head,0.8,3.6350513474075674,False,True
opxrd_22,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,22,215,226,216,227,cubic,cubic,High symmetry,False,226,0.9802296161651612,14,0.0033709534909576,193,0.0024206186644732,False,0.1732836267822979,0.0318648583329709,0.9802296161651612,0.9999999403953552,0.2861375212669372,0.2861375212669372,0.2861375212669372,0.0,0.2861375212669372,0.2861375212669372,False,clean input; no perturbation applied,forward_return_gate,single_softmax,3,Medium,0.8,3.6350513474075674,True,False
opxrd_231,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,231,3,3,4,4,monoclinic,monoclinic,Low symmetry,True,3,0.9814019799232484,1,0.0080797309055924,28,0.0018534990958869,True,0.1506929701745203,0.0277106974014248,0.9814019799232484,1.0000001192092896,0.2912205457687378,0.2912205457687378,0.2912205457687378,0.0,0.2912205457687378,0.2912205457687378,False,clean input; no perturbation applied,forward_return_gate,single_softmax,14,Head,0.8,3.6350513474075674,True,False
opxrd_232,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,232,147,87,148,88,trigonal,tetragonal,Medium symmetry,False,87,0.3125379383563995,165,0.2156654149293899,14,0.0409792475402355,False,3.3706825558245352,0.6198296060694949,0.3125379383563995,1.0000001192092896,0.3120483160018921,0.3120483160018921,0.3120483160018921,0.0,0.3120483160018921,0.3120483160018921,False,clean input; no perturbation applied,forward_return_gate,single_softmax,23,Head,0.8,3.6350513474075674,True,False
opxrd_239,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,239,175,175,176,176,hexagonal,hexagonal,Medium symmetry,True,175,0.5437221527099609,91,0.0294063352048397,60,0.0229305569082498,True,2.97676639448469,0.5473929719267233,0.5437221527099609,0.9999999403953552,0.3415462970733642,0.3415462970733642,0.3415462970733642,0.0,0.3415462970733642,0.3415462970733642,False,clean input; no perturbation applied,forward_return_gate,single_softmax,5,Head,0.8,3.6350513474075674,True,False
opxrd_247,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,247,18,18,19,19,orthorhombic,orthorhombic,Low symmetry,True,18,0.9686210751533508,13,0.0036613831762224,1,0.0015686273109167,True,0.2914480503042043,0.0535939315607213,0.9686210751533508,1.0000001192092896,0.2476933598518371,0.2476933598518371,0.2476933598518371,0.0,0.2476933598518371,0.2476933598518371,False,clean input; no perturbation applied,forward_return_gate,single_softmax,27,Head,0.8,3.6350513474075674,True,False
opxrd_252,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,252,35,35,36,36,orthorhombic,orthorhombic,Low symmetry,True,35,0.8647471070289612,42,0.0582063905894756,18,0.0203439742326736,True,0.7653502178387688,0.140739068770646,0.8647471070289612,1.0000001192092896,0.1271548569202423,0.1271548569202423,0.1271548569202423,0.0,0.1271548569202423,0.1271548569202423,False,clean input; no perturbation applied,forward_return_gate,single_softmax,6,Head,0.8,3.6350513474075674,True,False
opxrd_255,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,255,13,57,14,58,monoclinic,orthorhombic,Low symmetry,False,57,0.0851434245705604,1,0.0828051194548606,14,0.0450338870286941,False,4.797323952579719,0.8821724877583011,0.0851434245705604,1.0,0.1986953914165496,0.1986953914165496,0.1986953914165496,0.0,0.1986953914165496,0.1986953914165496,False,clean input; no perturbation applied,forward_return_gate,single_softmax,109,Head,0.8,3.6350513474075674,False,True
opxrd_264,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,264,59,59,60,60,orthorhombic,orthorhombic,Low symmetry,True,59,0.9699406027793884,61,0.0006898018182255,13,0.0006857019034214,True,0.2938525849141671,0.0540360977141308,0.9699406027793884,0.9999999403953552,0.1883141547441482,0.1883141547441482,0.1883141547441482,0.0,0.1883141547441482,0.1883141547441482,False,clean input; no perturbation applied,forward_return_gate,single_softmax,24,Head,0.8,3.6350513474075674,True,False
opxrd_267,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,267,220,1,221,2,cubic,triclinic,High symmetry,False,1,0.1424427181482315,220,0.0749003961682319,14,0.0677660033106803,True,4.683015511781433,0.8611524852344837,0.1424427181482315,1.0,0.1374070048332214,0.1374070048332214,0.1374070048332214,0.0,0.1374070048332214,0.1374070048332214,False,clean input; no perturbation applied,forward_return_gate,single_softmax,14,Head,0.8,3.6350513474075674,False,True
opxrd_276,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,276,14,59,15,60,monoclinic,orthorhombic,Low symmetry,False,59,0.2514412999153137,13,0.0420805737376213,61,0.041828129440546,False,4.305244985418224,0.7916848469557746,0.2514412999153137,1.0000001192092896,0.327965497970581,0.327965497970581,0.327965497970581,0.0,0.327965497970581,0.327965497970581,False,clean input; no perturbation applied,forward_return_gate,single_softmax,37,Head,0.8,3.6350513474075674,False,True
opxrd_28,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,28,14,14,15,15,monoclinic,monoclinic,Low symmetry,True,14,0.3490946292877197,73,0.1034202948212623,1,0.0343244150280952,True,3.7652087201758535,0.6923784127233351,0.3490946292877197,0.9999999403953552,0.0589784979820251,0.0589784979820251,0.0589784979820251,0.0,0.0589784979820251,0.0589784979820251,False,clean input; no perturbation applied,forward_return_gate,single_softmax,37,Head,0.8,3.6350513474075674,False,True
opxrd_283,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,283,1,1,2,2,triclinic,triclinic,Low symmetry,True,1,0.7581132650375366,59,0.0094704525545239,61,0.0071742292493581,True,1.8009974605085328,0.331182639714968,0.7581132650375366,0.9999998211860656,0.3662381768226623,0.3662381768226623,0.3662381768226623,0.0,0.3662381768226623,0.3662381768226623,False,clean input; no perturbation applied,forward_return_gate,single_softmax,52,Head,0.8,3.6350513474075674,True,False
opxrd_285,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,285,32,1,33,2,orthorhombic,triclinic,Low symmetry,False,1,0.9400799870491028,14,0.0062188250012695,18,0.0031725852750241,False,0.5196886100341805,0.0955647353618836,0.9400799870491028,1.0,0.2589176893234253,0.2589176893234253,0.2589176893234253,0.0,0.2589176893234253,0.2589176893234253,False,clean input; no perturbation applied,forward_return_gate,single_softmax,9,Head,0.8,3.6350513474075674,True,False
opxrd_286,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,286,128,128,129,129,tetragonal,tetragonal,Medium symmetry,True,128,0.9858075380325316,1,0.0006889990763738,14,0.0006701719248667,True,0.1464357183883906,0.0269278379497165,0.9858075380325316,0.9999997615814208,0.2732318639755249,0.2732318639755249,0.2732318639755249,0.0,0.2732318639755249,0.2732318639755249,False,clean input; no perturbation applied,forward_return_gate,single_softmax,29,Head,0.8,3.6350513474075674,True,False
opxrd_289,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,289,32,32,33,33,orthorhombic,orthorhombic,Low symmetry,True,32,0.7951523065567017,35,0.0872102528810501,1,0.0150066064670681,True,1.2016496050184882,0.2209694888132164,0.7951523065567017,1.0,0.0574302747845649,0.0574302747845649,0.0574302747845649,0.0,0.0574302747845649,0.0574302747845649,False,clean input; no perturbation applied,forward_return_gate,single_softmax,9,Head,0.8,3.6350513474075674,True,False
opxrd_294,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,294,204,204,205,205,cubic,cubic,High symmetry,True,204,0.7633825540542603,224,0.113250657916069,13,0.0061289896257221,True,1.341642032895435,0.2467124800283753,0.7633825540542603,1.0000001192092896,0.3559173941612243,0.3559173941612243,0.3559173941612243,0.0,0.3559173941612243,0.3559173941612243,False,clean input; no perturbation applied,forward_return_gate,single_softmax,4,Medium,0.8,3.6350513474075674,True,False
opxrd_304,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,304,13,1,14,2,monoclinic,triclinic,Low symmetry,False,1,0.7691309452056885,14,0.0298994835466146,162,0.012782659381628,False,1.6137925141684706,0.296757811442809,0.7691309452056885,1.0,0.2331281900405883,0.2331281900405883,0.2331281900405883,0.0,0.2331281900405883,0.2331281900405883,False,clean input; no perturbation applied,forward_return_gate,single_softmax,109,Head,0.8,3.6350513474075674,True,False
opxrd_309,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,309,14,18,15,19,monoclinic,orthorhombic,Low symmetry,False,18,0.4430157542228699,1,0.1543542444705963,60,0.0682927295565605,False,2.925856670814419,0.5380312615179151,0.4430157542228699,0.9999999403953552,0.106756217777729,0.106756217777729,0.106756217777729,0.0,0.106756217777729,0.106756217777729,False,clean input; no perturbation applied,forward_return_gate,single_softmax,37,Head,0.8,3.6350513474075674,True,False
opxrd_310,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,310,61,61,62,62,orthorhombic,orthorhombic,Low symmetry,True,61,0.9267186522483826,13,0.0106527516618371,226,0.0090812798589468,True,0.5807610662134568,0.1067952549460802,0.9267186522483826,1.0,0.3428877592086792,0.3428877592086792,0.3428877592086792,0.0,0.3428877592086792,0.3428877592086792,False,clean input; no perturbation applied,forward_return_gate,single_softmax,29,Head,0.8,3.6350513474075674,True,False
opxrd_312,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,312,141,10,142,11,tetragonal,monoclinic,Medium symmetry,False,10,0.0740518495440483,147,0.0704084858298301,175,0.0609211511909961,False,4.764053293624025,0.8760543977000887,0.0740518495440483,0.9999999403953552,0.3300196528434753,0.3300196528434753,0.3300196528434753,0.0,0.3300196528434753,0.3300196528434753,False,clean input; no perturbation applied,forward_return_gate,single_softmax,1,Tail,0.8,3.6350513474075674,False,True
opxrd_314,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,314,226,226,227,227,cubic,cubic,High symmetry,True,226,0.7595139145851135,61,0.0483728572726249,147,0.0153258508071303,True,1.613868805628747,0.2967718405615368,0.7595139145851135,1.0,0.2371813654899597,0.2371813654899597,0.2371813654899597,0.0,0.2371813654899597,0.2371813654899597,False,clean input; no perturbation applied,forward_return_gate,single_softmax,13,Head,0.8,3.6350513474075674,True,False
opxrd_315,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,315,59,59,60,60,orthorhombic,orthorhombic,Low symmetry,True,59,0.9498448371887208,61,0.0018787612207233,13,0.0011904471321031,True,0.4629072528728173,0.0851232993445398,0.9498448371887208,0.9999998807907104,0.2048942893743515,0.2048942893743515,0.2048942893743515,0.0,0.2048942893743515,0.2048942893743515,False,clean input; no perturbation applied,forward_return_gate,single_softmax,24,Head,0.8,3.6350513474075674,True,False
opxrd_32,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,32,13,11,14,12,monoclinic,monoclinic,Low symmetry,False,11,0.2582834362983703,1,0.0807013139128685,60,0.057441271841526,False,3.899603543519684,0.7170920690915507,0.2582834362983703,0.9999998807907104,0.1261074542999267,0.1261074542999267,0.1261074542999267,0.0,0.1261074542999267,0.1261074542999267,False,clean input; no perturbation applied,forward_return_gate,single_softmax,109,Head,0.8,3.6350513474075674,False,True
opxrd_328,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,328,62,12,63,13,orthorhombic,monoclinic,Low symmetry,False,12,0.2487289011478424,13,0.1664184629917144,69,0.1370012760162353,False,3.337031440980908,0.6136415545660145,0.2487289011478424,1.0000001192092896,0.0853274166584014,0.0853274166584014,0.0853274166584014,0.0,0.0853274166584014,0.0853274166584014,False,clean input; no perturbation applied,forward_return_gate,single_softmax,10,Head,0.8,3.6350513474075674,True,False
opxrd_334,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,334,147,147,148,148,trigonal,trigonal,Medium symmetry,True,147,0.9959539175033568,138,0.0007730542565695,12,0.0002552987134549,True,0.0449686545185851,0.0082692163839533,0.9959539175033568,1.0000001192092896,0.1749756336212158,0.1749756336212158,0.1749756336212158,0.0,0.1749756336212158,0.1749756336212158,False,clean input; no perturbation applied,forward_return_gate,single_softmax,23,Head,0.8,3.6350513474075674,True,False
opxrd_338,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,338,220,220,221,221,cubic,cubic,High symmetry,True,220,0.4802943468093872,224,0.3021651804447174,70,0.0118983006104826,True,2.138486983256303,0.3932430664899127,0.4802943468093872,0.9999998211860656,0.1786282360553741,0.1786282360553741,0.1786282360553741,0.0,0.1786282360553741,0.1786282360553741,False,clean input; no perturbation applied,forward_return_gate,single_softmax,14,Head,0.8,3.6350513474075674,True,False
opxrd_343,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,343,73,64,74,65,orthorhombic,orthorhombic,Low symmetry,False,64,0.2544268369674682,139,0.2207762449979782,13,0.0229765959084033,False,3.737631016288927,0.6873071913747103,0.2544268369674682,0.9999998807907104,0.3242365717887878,0.3242365717887878,0.3242365717887878,0.0,0.3242365717887878,0.3242365717887878,False,clean input; no perturbation applied,forward_return_gate,single_softmax,29,Head,0.8,3.6350513474075674,False,True
opxrd_344,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,344,60,60,61,61,orthorhombic,orthorhombic,Low symmetry,True,60,0.945014238357544,62,0.0073343501426279,61,0.0068355579860508,True,0.4659916131918009,0.0856904775969648,0.945014238357544,0.9999998211860656,0.1743183732032776,0.1743183732032776,0.1743183732032776,0.0,0.1743183732032776,0.1743183732032776,False,clean input; no perturbation applied,forward_return_gate,single_softmax,11,Head,0.8,3.6350513474075674,True,False
opxrd_345,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,345,84,18,85,19,tetragonal,orthorhombic,Medium symmetry,False,18,0.2155524492263794,58,0.1169468462467193,11,0.0542363300919532,False,4.046158424887532,0.7440418197374027,0.2155524492263794,1.0,0.3292722105979919,0.3292722105979919,0.3292722105979919,0.0,0.3292722105979919,0.3292722105979919,False,clean input; no perturbation applied,forward_return_gate,single_softmax,1,Tail,0.8,3.6350513474075674,False,True
opxrd_346,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,346,224,224,225,225,cubic,cubic,High symmetry,True,224,0.9611160159111024,220,0.0119216730818152,215,0.0029974284116178,True,0.3185252521881713,0.0585731163695078,0.9611160159111024,1.0,0.3061774373054504,0.3061774373054504,0.3061774373054504,0.0,0.3061774373054504,0.3061774373054504,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_347,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,347,14,14,15,15,monoclinic,monoclinic,Low symmetry,True,14,0.7775600552558899,71,0.0129296500235795,25,0.0089810993522405,True,1.6434516842833191,0.3022117903993463,0.7775600552558899,0.9999999403953552,0.2125795781612396,0.2125795781612396,0.2125795781612396,0.0,0.2125795781612396,0.2125795781612396,False,clean input; no perturbation applied,forward_return_gate,single_softmax,37,Head,0.8,3.6350513474075674,True,False
opxrd_35,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,35,1,59,2,60,triclinic,orthorhombic,Low symmetry,False,59,0.238587886095047,28,0.09368846565485,13,0.0759748145937919,False,4.100924831584165,0.7541127296277327,0.238587886095047,1.0,0.3050615787506103,0.3050615787506103,0.3050615787506103,0.0,0.3050615787506103,0.3050615787506103,False,clean input; no perturbation applied,forward_return_gate,single_softmax,52,Head,0.8,3.6350513474075674,False,True
opxrd_350,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,350,13,13,14,14,monoclinic,monoclinic,Low symmetry,True,13,0.154658243060112,32,0.1335085481405258,18,0.0965775027871131,True,3.7825736228381097,0.6955716178378252,0.154658243060112,1.0,0.2916961908340454,0.2916961908340454,0.2916961908340454,0.0,0.2916961908340454,0.2916961908340454,False,clean input; no perturbation applied,forward_return_gate,single_softmax,109,Head,0.8,3.6350513474075674,False,True
opxrd_352,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,352,14,59,15,60,monoclinic,orthorhombic,Low symmetry,False,59,0.1358058154582977,13,0.1149633824825286,18,0.031346920877695,False,4.627467691472688,0.8509378824026349,0.1358058154582977,1.0,0.2550787925720215,0.2550787925720215,0.2550787925720215,0.0,0.2550787925720215,0.2550787925720215,False,clean input; no perturbation applied,forward_return_gate,single_softmax,37,Head,0.8,3.6350513474075674,False,True
opxrd_355,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,355,166,1,167,2,trigonal,triclinic,Medium symmetry,False,1,0.1212601438164711,4,0.0805635601282119,145,0.0638500452041626,False,4.3379944531303565,0.797707095961668,0.1212601438164711,1.0000001192092896,0.1920894384384155,0.1920894384384155,0.1920894384384155,0.0,0.1920894384384155,0.1920894384384155,False,clean input; no perturbation applied,forward_return_gate,single_softmax,5,Medium,0.8,3.6350513474075674,False,True
opxrd_357,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,357,3,3,4,4,monoclinic,monoclinic,Low symmetry,True,3,0.8791971206665039,197,0.0462788753211498,61,0.0260714143514633,True,0.6910739110294818,0.1270805134995949,0.8791971206665039,0.9999998211860656,0.0302188415080308,0.0302188415080308,0.0302188415080308,0.0,0.0302188415080308,0.0302188415080308,False,clean input; no perturbation applied,forward_return_gate,single_softmax,14,Head,0.8,3.6350513474075674,True,False
opxrd_36,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,36,162,162,163,163,trigonal,trigonal,Medium symmetry,True,162,0.5342141389846802,14,0.0835167095065116,60,0.0688824653625488,True,2.535009139937704,0.4661589130886849,0.5342141389846802,1.0,0.2449725270271301,0.2449725270271301,0.2449725270271301,0.0,0.2449725270271301,0.2449725270271301,False,clean input; no perturbation applied,forward_return_gate,single_softmax,4,Medium,0.8,3.6350513474075674,True,False
opxrd_360,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,360,226,13,227,14,cubic,monoclinic,High symmetry,False,13,0.8884251713752747,18,0.0246592555195093,3,0.0120818316936492,False,0.8160526003484052,0.1500626515338544,0.8884251713752747,1.0000001192092896,0.0040946933440864,0.0040946933440864,0.0040946933440864,0.0,0.0040946933440864,0.0040946933440864,False,clean input; no perturbation applied,forward_return_gate,single_softmax,13,Head,0.8,3.6350513474075674,True,False
opxrd_369,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,369,120,120,121,121,tetragonal,tetragonal,Medium symmetry,True,120,0.638073205947876,87,0.0716631263494491,215,0.0368318818509578,True,2.23397463413096,0.4108021430407041,0.638073205947876,1.0,0.2453437149524688,0.2453437149524688,0.2453437149524688,0.0,0.2453437149524688,0.2453437149524688,False,clean input; no perturbation applied,forward_return_gate,single_softmax,2,Tail,0.8,3.6350513474075674,True,False
opxrd_37,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,37,10,10,11,11,monoclinic,monoclinic,Low symmetry,True,10,0.9685075283050536,13,0.0009941406315192,59,0.0007879367331042,True,0.3042831224778934,0.0559541531471605,0.9685075283050536,1.0,0.249141663312912,0.249141663312912,0.249141663312912,0.0,0.249141663312912,0.249141663312912,False,clean input; no perturbation applied,forward_return_gate,single_softmax,13,Head,0.8,3.6350513474075674,True,False
